Data,Path,Method,Rate,Is_Poisoned,best_node.mean,best_node.sd,c1,c2,cls_coef,density,elite_nn.mean,elite_nn.sd,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,hubs.mean,hubs.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,linear_discr.mean,linear_discr.sd,lsc,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,naive_bayes.mean,naive_bayes.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,one_nn.mean,one_nn.sd,random_node.mean,random_node.sd,t1,t2,t3,t4,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var_importance.mean,var_importance.sd,worst_node.mean,worst_node.sd
f0080_i040_r026_n0500_sep1.0_1,data/clean_data/f0080_i040_r026_n0500_sep1.0_1.csv,clean,0.0,0,0.624,0.0651835016617616,0.9998961234639354,0.0002879585339712,0.5952007465428,0.8744048096192385,0.522,0.1051770993240554,0.9871742957552488,0.0218489638021396,0.2027965253039916,,2.215436366932254e-07,,0.968,,0.0,,0.8338728004648336,0.1852310347711986,0.1236839156082025,,0.14,,0.162,,64,7.953125,3.2534703693816613,0.015625,0.0383912605795757,19783.8937950938,54080.18007478311,0.5,0.0220970869120796,0.796,0.0374759181934805,0.990424,0.318,0.4819534004171157,0.0224055538870435,0.2,0.4004006010017532,0.236,0.4250474451885608,0.818,0.0635609943282828,63,0.7875,0.126,3.9375,3.1084562084739105,1.4,0.7198484689028785,0.782,0.0484882574559151,0.5,0.0163299316185545,1.0,0.16,0.09,0.5625,7.0236220472440944,3.458287875614344,0.0660009546392272,0.0919984312772624,0.0763192176818847,0.0818045099098635,0.0125,0.0212782833842087,0.5219999999999999,0.0584617633823833
f0060_i054_r003_n0800_sep2.5_1,data/clean_data/f0060_i054_r003_n0800_sep2.5_1.csv,clean,0.0,0,0.7474999999999999,0.0389978631893253,0.999995491573301,1.2499921875464004e-05,0.4494159512026572,0.8376971214017521,0.6649999999999999,0.049581582602145,0.9383540827488248,0.0822090665363176,0.0377768169139125,,5.329878742653687e-06,,0.93125,,0.05375,,0.758199666443931,0.2596218573860042,0.0,,0.0,,0.01375,,46,6.0,1.2649110640673518,0.0217391304347826,0.0569980983240703,638.768253968254,539.1871371471368,0.5,0.0,0.98625,0.0124303615751469,0.95756875,0.01875,0.4459550546495943,0.0227115300302259,0.00875,0.0931895534171218,0.23125,0.4218956416171177,0.97625,0.022399466759526,45,0.75,0.05625,5.0,3.905124837953327,1.5,0.7310832774866962,0.99125,0.0132418738183922,0.5012500000000001,0.0325160216918778,0.995,0.075,0.05875,0.7833333333333333,5.076923076923077,1.7526536656723917,0.1363840230235749,0.1235283675915982,0.1111582880434782,0.0655891132539395,0.0166666666666666,0.041907235420923,0.51625,0.0177267061551522
hf_kauevestena_deep_pavements_surface_patches_6_vs_9,data/clean_data/hf_kauevestena_deep_pavements_surface_patches_6_vs_9_clean.csv,clean,0.0,0,0.8610526315789473,0.0852259683532444,1.0,0.0,0.440901371321386,0.830938518241547,0.7984210526315789,0.0732569063676814,,,0.0123310202476607,,,,0.7525773195876289,,0.0,,0.7479753863799455,0.2916760982140067,0.0,,0.0,,0.0,,15,4.266666666666667,1.0997835284835875,0.0666666666666666,0.1379901908996337,78.66666666666667,40.75478353460341,0.5,0.0471404520791031,0.8457894736842105,0.072920013773594,0.9533425443724094,0.2268041237113402,0.4405917703449698,0.0535713635292314,0.1185567010309278,0.3241025542636961,0.3247422680412371,0.4694900613282682,0.7531578947368421,0.0963220206976757,14,0.02734375,0.0721649484536082,2.333333333333333,1.2110601416389968,1.0769230769230769,0.2773500981126146,0.9028947368421054,0.0553042175508937,0.5207894736842105,0.0295771471429866,0.8092783505154639,2.6391752577319587,0.2474226804123711,0.09375,3.4482758620689653,1.5020511427604522,0.1851757560720739,0.15788284526392,0.2395833333333333,0.1099580547732807,0.001953125,0.0266810518008723,0.495,0.0364315047707121
hf_steward768320_tomato-leaf-disease-image_2_vs_9,data/clean_data/hf_steward768320_tomato-leaf-disease-image_2_vs_9_clean.csv,clean,0.0,0,0.6929878159665395,0.0301468002982008,0.99504467699434,0.0136298120450513,0.4926007766127439,0.8721381849779175,0.5990380069103474,0.0287625868424015,,,0.0997704089646383,,,,0.9760888129803588,,0.0,,0.8258502946953639,0.1860668353554944,0.0336607705417448,,0.0170794192997437,,0.1712211784799316,,221,10.918552036199095,5.289154399098896,0.004524886877828,0.0146633971548078,52548725.21662156,252320124.8118088,0.5,0.0351953601495566,0.8484124386252047,0.0291053520590321,0.99789880115895,0.3719043552519214,0.4815170440152094,0.0283442664857656,0.2459436379163108,0.4307372580347479,0.2762596071733561,0.4472422661871049,0.7241534824513548,0.0261749652637593,220,0.4296875,0.0939368061485909,7.857142857142857,8.83894700329084,1.3414634146341464,0.7300644932452688,0.7612911438443353,0.0276638088376333,0.586683033278778,0.0131353119781515,0.9965841161400512,0.2186165670367207,0.0461144321093082,0.2109375,9.945578231292515,5.445743516635685,0.036295442776373,0.0705934630540526,0.0293131005777492,0.0384620234623092,0.0019531249999999,0.0090966551840805,0.5644371703946172,0.0463249225785746
f0040_i020_r012_n0900_sep1.0_1,data/clean_data/f0040_i020_r012_n0900_sep1.0_1.csv,clean,0.0,0,0.6655555555555557,0.0397005250247751,0.9998717566408488,0.0003554923569142,0.5659348193091156,0.8760919540229886,0.5355555555555556,0.0684534225312469,0.9841464493277297,0.0306494867721552,0.2971356494870051,,0.0005981408404049,,0.9788888888888888,,0.7066666666666667,,0.8280514542518854,0.1943147740266773,0.1375989819477914,,0.2166666666666666,,0.1555555555555555,,102,7.990196078431373,2.19131995141956,0.0098039215686274,0.0202926949153726,8496.85283605284,18269.397511893887,0.5,0.0277296776935901,0.7644444444444444,0.0266048666608414,0.9932925925925926,0.2455555555555555,0.4717484455488075,0.0307183063568442,0.1644444444444444,0.3708844946439817,0.2566666666666666,0.4370367402714013,0.7566666666666666,0.0356980170667303,101,2.525,0.1122222222222222,7.214285714285714,5.885818306986476,2.72972972972973,1.426897346004973,0.8344444444444443,0.0372033303817708,0.5333333333333334,0.0597204277651744,0.9955555555555556,0.0444444444444444,0.0266666666666666,0.6,7.0344827586206895,2.531737771181683,0.0731741273549695,0.0822448683071711,0.0549400179993872,0.0594630136714771,0.025,0.0286957785660961,0.51,0.0269379208088417
openml_ap_prostate_ovary_n267_f121,data/clean_data/openml_ap_prostate_ovary_n267_f121.csv,clean,0.0,0,0.9850427350427352,0.0193141241589864,0.82436335380944,0.3785056294779938,0.628430451556415,0.8539607445580243,0.9737891737891738,0.0251455773944344,0.9918705732095302,0.0768077767660618,0.0051484580130655,,1.2509545651537549e-32,,0.149812734082397,,0.0,,0.7794199553542944,0.1892490315424461,0.0,,0.0,,0.0,,7,3.571428571428572,1.511857892036909,0.1428571428571428,0.2743934890228069,28.8,12.596295751794122,0.5,0.101015254455221,0.9773504273504274,0.0318418467751576,0.9813154904683752,0.2771535580524344,0.4707495657322306,0.0587716241980855,0.2059925093632958,0.4051845025993552,0.2209737827715356,0.4156820051256259,0.8428774928774929,0.0651753294249109,6,0.0495867768595041,0.0224719101123595,1.2,0.4472135954999579,1.0,0.0,0.6891737891737891,0.0857250602193372,0.7415954415954416,0.0105579807101138,0.9812734082397004,0.4531835205992509,0.4269662921348314,0.9421487603305784,2.923076923076923,1.6052797503622465,0.19706908487134,0.1218475805876502,0.2946428571428571,0.1464167750765243,0.0082644628099173,0.0856505126578771,0.7415954415954416,0.0105579807101138
openml_fri_c3_1000_10_n780_f10,data/clean_data/openml_fri_c3_1000_10_n780_f10.csv,clean,0.0,0,0.6923076923076923,0.0456285395385953,0.989498117635462,0.028630864045519,0.5249192114545222,0.8928804186827294,0.8807692307692309,0.0464418050834091,0.9846028478613814,0.029378669898185,0.5880187499156815,,0.402169484765595,,0.935897435897436,,0.8564102564102564,,0.7665813715382056,0.2653206425586966,0.1775263244542227,,0.3217948717948717,,0.3269230769230768,,53,6.886792452830188,2.053705631652308,0.0188679245283018,0.0481077332955718,1776.2366522366517,2229.7246157189807,0.5,0.0133416373808782,0.6653846153846155,0.0454078682363743,0.99181130834977,0.3961538461538461,0.1981617843678779,0.2314339611828115,0.1153846153846153,0.3196905287400467,0.3525641025641026,0.4780749692726251,0.6500000000000001,0.0352661214286799,52,5.2,0.0666666666666666,4.727272727272728,2.831639422345617,5.777777777777778,3.73422608373468,0.8820512820512821,0.0312871884063643,0.5705128205128205,0.0124592989206095,0.5987179487179487,0.0128205128205128,0.0089743589743589,0.7,5.961904761904762,2.3734258326626057,0.0971655853806634,0.1305602159165059,0.0922575176886792,0.0838646987729107,0.1,0.1312400741814959,0.5551282051282052,0.016046994320956
hf_timm_oxford-iiit-pet_19_vs_36,data/clean_data/hf_timm_oxford-iiit-pet_19_vs_36_clean.csv,clean,0.0,0,0.61875,0.105797420270073,0.9988757245999512,0.0031114952463267,0.5029179165530406,0.8629313349599164,0.5650000000000001,0.1625795152085037,0.9691500840338316,0.0396065587789323,0.0636145819426532,,1.457013715253255e-68,,0.8947368421052632,,0.0,,0.7685270026295921,0.2682117738606864,0.0,,0.0,,0.0,,16,5.0,2.160246899469287,0.0625,0.1187859874030775,216.46349206349203,297.5452564041873,0.5,0.0883883476483184,0.7575000000000001,0.1185333468733067,0.9716499307479224,0.3815789473684211,0.4721291405762534,0.0553076569746006,0.2697368421052631,0.4452902132294271,0.25,0.4344441527449812,0.70375,0.1134893057995519,15,0.029296875,0.0986842105263157,1.6666666666666667,1.118033988749895,1.0,0.0,0.69875,0.1296964939987028,0.59875,0.0954612341331402,0.9736842105263158,3.3684210526315788,0.4736842105263157,0.140625,4.193548387096774,2.3440613592468047,0.1006378343914566,0.1270513703269241,0.210693359375,0.1405397509977669,0.001953125,0.0150271294924723,0.5520833333333333,0.1410560095830949
f0080_i040_r004_n0700_sep0.8_1,data/clean_data/f0080_i040_r004_n0700_sep0.8_1.csv,clean,0.0,0,0.5571428571428572,0.0476190476190476,0.9999057811299176,0.0002611903751346,0.6495255721928284,0.8810709176374413,0.4928571428571427,0.0491423034298816,0.9948794811857834,0.0084043493425518,0.3186915885972334,,3.3929669019283075e-06,,0.9814285714285714,,0.3957142857142857,,0.8087364052755506,0.2112637120182971,0.1557695140376531,,0.2299999999999999,,0.2057142857142857,,90,8.577777777777778,3.375316140924583,0.0111111111111111,0.0245610655829869,57646.29924324042,210104.49926159048,0.5,0.0314269680527354,0.6842857142857144,0.0674948557710552,0.9951877551020408,0.3828571428571428,0.4917758298682735,0.014170593779924,0.2757142857142857,0.4471930303308138,0.2357142857142857,0.4247479145632293,0.6771428571428572,0.0803055389860297,89,1.1125,0.1271428571428571,4.944444444444445,4.165293891505662,1.5344827586206895,0.994996557190188,0.7085714285714285,0.0667346592051613,0.5142857142857142,0.0329914439536929,1.0,0.1142857142857142,0.0942857142857142,0.825,7.631284916201118,3.58967370780118,0.0560631965284164,0.0931608026421579,0.0595247904459635,0.0675043649761335,0.0124999999999999,0.0155074013919762,0.4985714285714285,0.0458974505143675
openml_house_8l_n2322_f8,data/clean_data/openml_house_8l_n2322_f8.csv,clean,0.0,0,0.7803352079325144,0.0333008176095146,0.8761782106776953,0.2857388129317302,0.3618526224676647,0.8636421157086869,0.6997798579251148,0.1142622564092321,0.9417305678359008,0.0585699253078811,0.3208204242289919,,0.0562107534907229,,0.9724375538329026,,0.9603789836347976,,0.7118411090459734,0.2786895052207774,0.1230004762209996,,0.1632213608957795,,0.1330749354005168,,223,9.977578475336324,2.885883545733369,0.0044843049327354,0.0139855239616845,110187.3240902888,275310.52974440047,0.5,0.0158544121342275,0.8247243599230426,0.0159441414859645,0.9925880300106608,0.2945736434108527,0.3493719944589844,0.1685268515775417,0.1701119724375538,0.3758120725413182,0.3217054263565891,0.4672312713957736,0.7945741453307681,0.0123301149079456,222,27.75,0.0956072351421188,13.058823529411764,9.67904042399926,27.75,9.967805317979623,0.8238752404913423,0.0320426007614333,0.7893980316708598,0.0204456673716394,0.425495262704565,0.0034453057708871,0.0034453057708871,1.0,9.002247191011236,3.171877322591432,0.0623747012735925,0.0817552695326541,0.0281351542793581,0.0416999209725447,0.125,0.089213255144391,0.7084449459819446,0.0179856366346617
openml_imdb.drama_n4707_f411,data/clean_data/openml_imdb.drama_n4707_f411.csv,clean,0.0,0,0.6430862357139631,0.0097484048266515,0.9443422889926424,0.1415411909030858,0.5914690606159496,0.8513048221170719,0.5508790712381983,0.0231957367443923,0.9996890010772808,0.0004194615718568,0.6350078547724245,,5.952037390983545e-31,,0.9957510091353304,,0.4357340131718716,,0.7383464725770713,0.2584260897561923,0.1885457173922717,,0.3184618653069896,,0.3048650945400467,,522,16.130268199233715,5.242880514484335,0.0019157088122605,0.0042458380694784,188161283.87712413,1287233213.8210514,0.5,0.0812766415156951,0.5984677237204681,0.0168789829973458,0.9996070563578944,0.5519439133205863,0.4796371914303983,0.1006405175641016,0.4924580412152113,0.4999962304284465,0.2914807733163373,0.4544927023057802,0.562357139630483,0.0350037532201498,521,1.267639902676399,0.1106862120246441,17.366666666666667,13.10562746549618,1.6645367412140577,0.8354646293428203,0.5050042914577404,0.0346249501066744,0.6379861769887517,0.0009512516062562,0.9708944125770128,0.0873167622689611,0.0790312300828553,0.9051094890510948,15.146692233940556,5.404426643033471,0.031567870659105,0.0627793512571851,0.0094584692162515,0.0359730621430096,0.0024330900243309,0.0023003585309771,0.6373478791164113,0.0015890340026987
f0020_i006_r004_n0100_sep0.3_1,data/clean_data/f0020_i006_r004_n0100_sep0.3_1.csv,clean,0.0,0,0.76,0.0516397779494322,0.7414827399312738,0.5034420832086202,0.6173639392817475,0.8591919191919192,0.6199999999999999,0.1988857852023506,0.9832625275552608,0.0183240763793272,0.3509570308236115,,0.0001170429858055,,0.67,,0.0,,0.59637861916148,0.2498850317257904,0.1383489361075895,,0.14,,0.16,,14,4.857142857142857,2.0326997151247235,0.0714285714285714,0.114142767745361,142.4190476190476,145.0967715476575,0.5,0.101015254455221,0.78,0.1032795558988644,0.9584,0.37,0.4670673293200298,0.0482400350311464,0.2,0.4020151261036848,0.31,0.4648231987117316,0.72,0.1398411797560202,13,0.65,0.13,1.625,0.7440238091428449,1.181818181818182,0.4045199174779452,0.7700000000000001,0.1337493509849258,0.79,0.0316227766016838,0.9,0.2,0.14,0.7,4.074074074074074,2.200103597664401,0.1227089556604062,0.157384022447151,0.2204241071428571,0.1647957108338613,0.0499999999999999,0.0597204234271694,0.77,0.0674948557710553
